jp_address	eu_address	kind	method	confidence	note
9A:8002	9C:8002	map	exact	high	run 0x55a7b bytes +shape; test; crates/assets/src/maps/visual/crysta_animation.rs:325
9A:8004	9C:8004	map	exact	high	run 0x55a7b bytes +shape; test; crates/assets/src/maps/visual/scene_animation.rs:259 (+1)
9A:8006	9C:8006	map	exact	high	run 0x55a7b bytes +shape; test; crates/assets/src/maps/visual/scene_animation.rs:259 (+1)
9A:8046	9C:8046	map	exact	high	run 0x55a7b bytes +shape; test; crates/assets/src/maps/visual/crysta_animation.rs:436
9A:8788	9C:8788	map	exact	high	run 0x55a7b bytes +shape; code; crates/assets/src/maps/visual/crysta_animation.rs:89
9A:9000	9C:9000	map	exact	high	run 0x55a7b bytes +shape; test; crates/assets/src/maps/visual/scene_animation.rs:260 (+1)
9A:900C	9C:900C	map	exact	high	run 0x55a7b bytes +code +shape; test; crates/assets/src/maps/visual/scene_animation.rs:260
9A:97A1	9C:97A1	map	exact	high	run 0x55a7b bytes +shape; code; crates/assets/src/maps/visual/crysta_animation.rs:88
9A:97A4	9C:97A4	map	exact	high	run 0x55a7b bytes; test; crates/assets/src/maps/visual/crysta_animation.rs:437
9A:97A5	9C:97A5	map	exact	high	run 0x55a7b bytes +shape; test; crates/assets/src/maps/visual/crysta_animation.rs:437
9A:97A6	9C:97A6	map	exact	high	run 0x55a7b bytes; test; crates/assets/src/maps/visual/crysta_animation.rs:446
9A:A000	9C:A000	map	exact	high	run 0x55a7b bytes; test; crates/assets/src/maps/visual/scene_animation.rs:262
9A:A004	9C:A004	map	exact	high	run 0x55a7b bytes; test; crates/assets/src/maps/visual/scene_animation.rs:262
9A:D064	9C:D064	sprite	exact	high	run 0x55a7b bytes +table; code; crates/assets/src/sprites.rs:271
9B:8000	9D:8000	map	exact	high	run 0x55a7b bytes +code +table +shape; code; crates/assets/src/maps/visual/crysta_animation.rs:95 (+4)
9B:8002	9D:8002	map	exact	high	run 0x55a7b bytes +shape; test; crates/assets/src/maps/visual/crysta_animation.rs:298
9B:807E	9D:807E	map	exact	high	run 0x55a7b bytes +code; code; crates/assets/src/maps/visual/crysta_animation.rs:86 (+2)
9B:807F	9D:807F	map	exact	high	run 0x55a7b bytes +code; test; crates/assets/src/maps/visual/crysta_animation.rs:444 (+1)
9B:8081	9D:8081	map	exact	high	run 0x55a7b bytes; test; crates/assets/src/maps/visual/crysta_animation.rs:437 (+1)
9B:8083	9D:8083	map	exact	high	run 0x55a7b bytes; test; crates/assets/src/maps/visual/crysta_animation.rs:437
9B:8085	9D:8085	map	exact	high	run 0x55a7b bytes; test; crates/assets/src/maps/visual/crysta_animation.rs:437
9B:80DE	9D:80DE	map	exact	high	run 0x55a7b bytes +shape; test; crates/assets/src/maps/visual/crysta_animation.rs:437
9B:84DF	9D:84DF	map	exact	high	run 0x55a7b bytes +shape; code; crates/assets/src/maps/visual/crysta_animation.rs:87 (+1)
9B:86DF	9D:86DF	map	exact	high	run 0x55a7b bytes; test; crates/assets/src/maps/visual/crysta_animation.rs:437 (+1)
A0:8000	A2:8000	map	exact	high	run 0x3e7f6 bytes +code +table; test; crates/assets/src/maps/visual.rs:905 (+3)
A1:8000	A3:8000	map	exact	high	run 0x3e7f6 bytes +code +table; test; crates/assets/src/maps/visual.rs:918 (+2)
A1:8002	A3:8002	map	exact	high	run 0x3e7f6 bytes; test; crates/assets/src/maps/visual.rs:912
A1:8004	A3:8004	map	exact	high	run 0x3e7f6 bytes; test; crates/assets/src/maps/visual.rs:912
A2:8000	A4:8000	shop	exact	high	run 0xfffa bytes +code +table; code; crates/assets/src/shop_display.rs:19 (+11)
A2:C000	A4:C000	sprite	exact	high	run 0xfffa bytes +code +shape; code; crates/assets/src/sprites/house_tests.rs:456 (+5)
A2:C014	A4:C014	sprite	exact	high	run 0xfffa bytes +shape; test; crates/assets/src/sprites/pandora_tests.rs:17
A2:C084	A4:C084	sprite	exact	high	run 0xfffa bytes +shape; test; crates/assets/src/sprites/house_tests.rs:232
A2:C100	A4:C100	sprite	exact	high	run 0xfffa bytes +shape; test; crates/assets/src/sprites/house_tests.rs:233
A2:C200	A4:C200	sprite	exact	high	run 0xfffa bytes; test; crates/assets/src/sprites/house_tests.rs:234
A2:C204	A4:C204	sprite	exact	high	run 0xfffa bytes; test; crates/assets/src/sprites/house_tests.rs:281
A2:C210	A4:C210	sprite	exact	high	run 0xfffa bytes +shape; test; crates/assets/src/sprites/house_tests.rs:235
A2:C211	A4:C211	sprite	exact	high	run 0xfffa bytes +shape; test; crates/assets/src/sprites/house_tests.rs:236
A2:C217	A4:C217	sprite	exact	high	run 0xfffa bytes +shape; test; crates/assets/src/sprites/house_tests.rs:305
A2:C300	A4:C300	sprite	exact	high	run 0xfffa bytes +shape; test; crates/assets/src/sprites/house_tests.rs:456
A2:C825	A4:C825	sprite	exact	high	run 0xfffa bytes +shape; test; crates/assets/src/sprites/house_tests.rs:274
A2:D000	A4:D000	sprite	exact	high	run 0xfffa bytes +code; test; crates/assets/src/sprites/house_tests.rs:457
A2:D204	A4:D204	sprite	exact	high	run 0xfffa bytes +code +shape; test; crates/assets/src/sprites/house_tests.rs:464
E3:0004	E5:0004	sprite	exact	high	run 0xfffa bytes +shape; test; crates/assets/src/sprites/house_tests.rs:383
A3:8000	A5:8000	map	exact	high	run 0xfffa bytes +code +lz; test; crates/assets/src/maps/visual.rs:907 (+4)
A4:8000	A6:8000	map	exact	high	run 0x4ce91 bytes +code +shape; test; crates/assets/src/maps/visual.rs:914 (+5)
A4:8002	A6:8002	map	exact	high	run 0x4ce91 bytes +shape; test; crates/assets/src/maps/visual.rs:914 (+7)
A4:8800	A6:8800	map	exact	high	run 0x4ce91 bytes +code +shape; test; crates/assets/src/maps/visual/pandora/recipes/fixtures.rs:30 (+1)
A4:9000	A6:9000	map	exact	high	run 0x4ce91 bytes +code; test; crates/assets/src/maps/visual/pandora/recipes/fixtures.rs:33 (+1)
A4:9800	A6:9800	map	exact	high	run 0x4ce91 bytes; test; crates/assets/src/maps/visual/pandora/compiler_tests.rs:74 (+5)
A4:A000	A6:A000	map	exact	high	run 0x4ce91 bytes +shape; test; crates/assets/src/maps/visual/pandora/recipes/fixtures.rs:40 (+1)
A4:A1E4	A6:A1E4	sprite	exact	high	run 0x4ce91 bytes +code +shape; code; crates/assets/src/sprites.rs:271
A4:C000	A6:C000	map	exact	high	run 0x4ce91 bytes +code +shape; test; crates/assets/src/maps/visual/pandora/compiler_tests.rs:75 (+1)
A4:C800	A6:C800	map	exact	high	run 0x4ce91 bytes +shape; test; crates/assets/src/maps/visual/pandora/compiler_tests.rs:76 (+1)
A4:D000	A6:D000	map	exact	high	run 0x4ce91 bytes +code; test; crates/assets/src/maps/visual/pandora/compiler_tests.rs:77 (+1)
A5:8000	A7:8000	map	exact	high	run 0x4ce91 bytes +code +shape; test; crates/assets/src/maps/visual.rs:922 (+1)
A5:8002	A7:8002	map	exact	high	run 0x4ce91 bytes +shape; test; crates/assets/src/maps/visual/pandora/recipes/fixtures.rs:56
A6:8000	A8:8000	map	exact	high	run 0x4ce91 bytes +lz; test; crates/assets/src/maps/visual/pandora/compiler_tests.rs:71 (+3)
A7:8000	A9:8000	map	exact	high	run 0x4ce91 bytes +code +lz; test; crates/assets/src/maps/visual/pandora/compiler_tests.rs:72 (+1)
A8:0000	AA:0000	bank	bank	medium	bank of 2 weighted addresses in it; run 0x4ce91 bytes +shape; code; crates/assets/src/shop_display.rs:101 (+1)
A8:8000	AA:8000	shop	exact	high	run 0x4ce91 bytes +code +table; code; crates/assets/src/shop_display.rs:18
A9:9000	AB:9000	text	exact	high	run 0x18051 bytes +shape +lz; code; crates/assets/src/shop_display.rs:13 (+1)
A9:F02F	AB:F02F	shop	exact	high	run 0x18051 bytes +shape +lz; code; crates/assets/src/shop_display.rs:11 (+1)
AA:8C82	AC:8C82	music	exact	high	run 0x18051 bytes +table +shape; test; crates/crysta-app/src/music_data.rs:342
AA:8C86	AC:8C86	music	exact	high	run 0x18051 bytes +shape; test; crates/crysta-app/src/music_data.rs:481
AA:8CB6	AC:8CB6	music	exact	high	run 0x18051 bytes; test; crates/crysta-app/src/music_data.rs:481
AA:8CBA	AC:8CBA	music	exact	high	run 0x18051 bytes; test; crates/crysta-app/src/music_data.rs:482
AA:8CD2	AC:8CD2	music	exact	high	run 0x18051 bytes +shape; test; crates/crysta-app/src/music_data.rs:482
AA:8CD6	AC:8CD6	music	exact	high	run 0x18051 bytes +shape; test; crates/crysta-app/src/music_data.rs:483
AA:9848	AC:9848	music	exact	high	run 0x18051 bytes +shape; test; crates/crysta-app/src/music_data.rs:483
AA:984C	AC:984C	music	exact	high	run 0x18051 bytes +shape; test; crates/crysta-app/src/music_data.rs:484
AA:986C	AC:986C	music	exact	high	run 0x18051 bytes; test; crates/crysta-app/src/music_data.rs:484
AA:9870	AC:9870	music	exact	high	run 0x18051 bytes +shape; test; crates/crysta-app/src/music_data.rs:485
AA:9872	AC:9872	music	exact	high	run 0x18051 bytes; test; crates/crysta-app/src/music_data.rs:485
AA:9876	AC:9876	music	exact	high	run 0x18051 bytes +shape; test; crates/crysta-app/src/music_data.rs:486
AA:9878	AC:9878	music	exact	high	run 0x18051 bytes +shape; test; crates/crysta-app/src/music_data.rs:486
AA:987C	AC:987C	music	exact	high	run 0x18051 bytes +shape; test; crates/crysta-app/src/music_data.rs:487
AA:9884	AC:9884	music	exact	high	run 0x18051 bytes +shape; test; crates/crysta-app/src/music_data.rs:487
AB:F037	AE:8000	script	exact	high	run 0x8c0 bytes +shape +lz; code; crates/crysta-runtime/src/actors.rs:177 (+2)
AF:E43B	B1:E981	shop	exact	high	run 0x7816 bytes +shape; code; crates/assets/src/shop_display.rs:22
B0:8000	B2:87D9	sprite	exact	high	run 0x12ca bytes; code; crates/assets/src/sprites/pandora.rs:551 (+2)
B0:DE49	B2:E26C	text	exact	high	run 0x2453 bytes +code +shape; code; crates/assets/src/labels.rs:24
B1:DA31	B3:DFB2	shop	exact	high	run 0x1021 bytes +code +shape; code; crates/assets/src/shop_display.rs:22
B2:8B58	B4:90BB	text	exact	high	run 0xe8 bytes +shape; code; crates/assets/src/labels.rs:36
B2:8B5A	B4:90BD	sprite	exact	high	run 0xe8 bytes +shape; test; crates/assets/src/sprites/house_tests.rs:249
B2:8B78	B4:90DB	text	exact	high	run 0xe8 bytes +shape; code; crates/assets/src/shop_display.rs:15 (+1)
B4:8000	B6:8000	text	exact	high	run 0xf051 bytes; code; crates/assets/src/labels.rs:18 (+2)
B4:8840	B6:8B7C	text	estimate	low	anchors disagree; test; crates/assets/src/text/tests.rs:20 (+1)
B4:8841	B6:8B7D	text	estimate	low	anchors disagree; test; crates/assets/src/text/pandora/tests.rs:151
B4:A880	B7:D502	text	exact	medium	local block 22 bytes; text page, no script names it: confirm with the EU text decoder; test; crates/assets/src/text/tests.rs:23
B5:8040	B7:8040	text	exact	high	run 0x14007 bytes +shape; test; crates/assets/src/text/tests.rs:21
B8:8000	BA:8000	music	exact	high	run 0x2a20b bytes; code; crates/crysta-app/src/music_data.rs:14
B8:EF5A	BA:EF5A	music	exact	high	run 0x2a20b bytes; test; crates/crysta-app/src/music_data.rs:508
B9:0000	BB:0000	bank	bank	high	bank of 32 weighted addresses in it; run 0x2a20b bytes +table +shape +lz; test; crates/crysta-app/src/music_data.rs:508
B9:8000	BB:8000	music	exact	high	run 0x8008 bytes +code +shape; test; crates/crysta-app/src/music_data.rs:508
B9:9015	BB:9015	music	exact	high	run 0x8008 bytes +shape; test; crates/crysta-app/src/music_data.rs:508
B9:A5FD	BB:A5FD	music	exact	high	run 0x8008 bytes; test; crates/crysta-app/src/music_data.rs:503
B9:A927	BB:A927	music	exact	high	run 0x8008 bytes; test; crates/crysta-app/src/music_data.rs:503
B9:CF4F	BB:CF4F	music	exact	high	run 0x8008 bytes; test; crates/crysta-app/src/music_data.rs:504
B9:D1CE	BB:D1CE	music	exact	high	run 0x8008 bytes; test; crates/crysta-app/src/music_data.rs:504
B9:D1D0	BB:D1D0	music	exact	high	run 0x8008 bytes; test; crates/crysta-app/src/music_data.rs:505
B9:E175	BB:E175	music	exact	high	run 0x8008 bytes; test; crates/crysta-app/src/music_data.rs:505
B9:E177	BB:E177	music	exact	high	run 0x8008 bytes; test; crates/crysta-app/src/music_data.rs:506
B9:E1AD	BB:E1AD	music	exact	high	run 0x8008 bytes; test; crates/crysta-app/src/music_data.rs:506
B9:E1AF	BB:E1AF	music	exact	high	run 0x8008 bytes; test; crates/crysta-app/src/music_data.rs:509
B9:E200	BB:E200	music	exact	high	run 0x8008 bytes +shape; test; crates/crysta-app/src/music_data.rs:509
B9:E202	BB:E202	music	exact	high	run 0x8008 bytes; test; crates/crysta-app/src/music_data.rs:510
B9:E700	BB:E700	music	exact	high	run 0x8008 bytes +shape; test; crates/crysta-app/src/music_data.rs:510
B9:E702	BB:E702	music	exact	high	run 0x8008 bytes +shape; test; crates/crysta-app/src/music_data.rs:511
B9:EAD7	BB:EAD7	music	exact	high	run 0x8008 bytes +shape; test; crates/crysta-app/src/music_data.rs:511
BE:8000	C0:0000	sprite	exact	high	run 0x8000 bytes +table +shape +lz; test; crates/assets/src/sprites/house_npc.rs:193 (+2)
BF:8000	C1:0000	sprite	exact	high	run 0x8000 bytes +table +shape +lz; test; crates/assets/src/sprites/house_tests.rs:144 (+1)
BF:8010	C1:0010	sprite	exact	high	run 0x8000 bytes +shape; test; crates/assets/src/sprites/house_tests.rs:357
BF:9000	C1:1000	sprite	exact	high	run 0x8000 bytes +shape; test; crates/assets/src/sprites/house_tests.rs:145 (+1)
BF:96F9	C1:16F9	sprite	exact	high	run 0x8000 bytes +table +shape +lz; test; crates/assets/src/sprites/house_npc.rs:149
